"","region_id","zone","area","status","year"
"482",1,"Ahuroa",0.046627710105536,1,2016
"483",1,"Hiraanae",0.353004842003619,1,2016
"484",1,"Horoatera",0.870078933438646,1,2016
"485",1,"Hiraanae",0.001100493961161,1,2016
"486",1,"Honuea",0.29743536186033,1,2016
"487",1,"Onetahi",0.751000573862474,1,2016
"488",1,"Reiono",0.232100155542133,1,2016
"489",1,"Rimatuu",0.903521034107308,1,2016
"490",1,"Tahuna Rahi",0.076107024461502,1,2016
"491",1,"Tahuna Iti",0.009172773697991,1,2016
"492",1,"Tauvine",0.079748509665234,1,2016
"493",1,"Tiaraunu",1.70884833766718,1,2016
"494",1,"Offshore",181.891318821236,0,2016
"495",1,"No take zone",35.89160134,0.5,2016
"496",1,"Rest of lagoon",35.89160134,0.75,2016
"497",1,"Aie",0.009775186488655,1,2017
"498",1,"Aie",0.023277683208063,1,2017
"499",1,"Ahuroa",0.046627710105536,1,2017
"500",1,"Hiraanae",0.353004842003619,1,2017
"501",1,"Horoatera",0.870078933438646,1,2017
"502",1,"Hiraanae",0.001100493961161,1,2017
"503",1,"Honuea",0.29743536186033,1,2017
"504",1,"Onetahi",0.751000573862474,1,2017
"505",1,"Reiono",0.232100155542133,1,2017
"506",1,"Rimatuu",0.903521034107308,1,2017
"507",1,"Tahuna Rahi",0.076107024461502,1,2017
"508",1,"Tahuna Iti",0.009172773697991,1,2017
"509",1,"Tauvine",0.079748509665234,1,2017
"510",1,"Tiaraunu",1.70884833766718,1,2017
"511",1,"Offshore",181.891318821236,0,2017
"512",1,"No take zone",35.89160134,0.5,2017
"513",1,"Rest of lagoon",35.89160134,0.75,2018
"514",1,"Aie",0.009775186488655,1,2018
"515",1,"Aie",0.023277683208063,1,2018
"516",1,"Ahuroa",0.046627710105536,1,2018
"517",1,"Hiraanae",0.353004842003619,1,2018
"518",1,"Horoatera",0.870078933438646,1,2018
"519",1,"Hiraanae",0.001100493961161,1,2018
"520",1,"Honuea",0.29743536186033,1,2018
"521",1,"Onetahi",0.751000573862474,1,2018
"522",1,"Reiono",0.232100155542133,1,2018
"523",1,"Rimatuu",0.903521034107308,1,2018
"524",1,"Tahuna Rahi",0.076107024461502,1,2018
"525",1,"Tahuna Iti",0.009172773697991,1,2018
"526",1,"Tauvine",0.079748509665234,1,2018
"527",1,"Tiaraunu",1.70884833766718,1,2018
"528",1,"Offshore",181.891318821236,0,2018
"529",1,"No take zone",35.89160134,0.5,2019
"530",1,"Rest of lagoon",35.89160134,0.75,2019
"531",1,"Aie",0.009775186488655,1,2019
"532",1,"Aie",0.023277683208063,1,2019
"533",1,"Ahuroa",0.046627710105536,1,2019
"534",1,"Hiraanae",0.353004842003619,1,2019
"535",1,"Horoatera",0.870078933438646,1,2019
"536",1,"Hiraanae",0.001100493961161,1,2019
"537",1,"Honuea",0.29743536186033,1,2019
"538",1,"Onetahi",0.751000573862474,1,2019
"539",1,"Reiono",0.232100155542133,1,2019
"540",1,"Rimatuu",0.903521034107308,1,2019
"541",1,"Tahuna Rahi",0.076107024461502,1,2019
"542",1,"Tahuna Iti",0.009172773697991,1,2019
"543",1,"Tauvine",0.079748509665234,1,2019
"544",1,"Tiaraunu",1.70884833766718,1,2019
"545",1,"Offshore",181.891318821236,0,2020
"546",1,"No take zone",35.89160134,0.5,2020
"547",1,"Rest of lagoon",35.89160134,0.75,2020
